name,explanation,group,group_name,element_alphabetic_value,element_numeric_value,page_nr,row,col,img_url
||III|Swing to Strength hold elements (2 sec.)|B|0.2|95|4|2|./img/elements/rings/page-95-row-4-col-2.png
||III|Swing to Strength hold elements (2 sec.)|C|0.3|95|4|3|./img/elements/rings/page-95-row-4-col-3.png
|(2s). Bud. swing, salto fwd p. to cross or L- cross (2s.).|III|Swing to Strength hold elements (2 sec.)|D|0.4|95|4|4|./img/elements/rings/page-95-row-4-col-4.png
||III|Swing to Strength hold elements (2 sec.)|E|0.5|95|4|5|./img/elements/rings/page-95-row-4-col-5.png
||III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|95|4|6|./img/elements/rings/page-95-row-4-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|94|1|1|./img/elements/rings/page-94-row-1-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|94|1|2|./img/elements/rings/page-94-row-1-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|94|1|3|./img/elements/rings/page-94-row-1-col-3.png
Davtyan|Slow roll fwd. with str. body 0 Cross or L-Cros: (2 s,), also from inverted hang.|II|Strength elements and hold elements (2 sec.)|D|0.4|94|1|4|./img/elements/rings/page-94-row-1-col-4.png
Pham 2|(2s.). Slow roll forward with straight body through cross to swallow (2 sec).|II|Strength elements and hold elements (2 sec.)|E|0.5|94|1|5|./img/elements/rings/page-94-row-1-col-5.png
Carmona|Through hang rearways press and straight body to inverted cross (2 s.)|II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|94|1|6|./img/elements/rings/page-94-row-1-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|94|2|1|./img/elements/rings/page-94-row-2-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|94|2|2|./img/elements/rings/page-94-row-2-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|94|2|3|./img/elements/rings/page-94-row-2-col-3.png
Cingolani|From hang vertical pull up support and press to hdst. with straight body and straight arms..|II|Strength elements and hold elements (2 sec.)|D|0.4|94|2|4|./img/elements/rings/page-94-row-2-col-4.png
Balandin 1|s). From hang vertical pull up to swallow (2 s.).|II|Strength elements and hold elements (2 sec.)|E|0.5|94|2|5|./img/elements/rings/page-94-row-2-col-5.png
Balandin 2|From hang vertical pull up to inv. cross (2 s.).|II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|94|2|6|./img/elements/rings/page-94-row-2-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|94|3|1|./img/elements/rings/page-94-row-3-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|94|3|2|./img/elements/rings/page-94-row-3-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|94|3|3|./img/elements/rings/page-94-row-3-col-3.png
||II|Strength elements and hold elements (2 sec.)|D|0.4|94|3|4|./img/elements/rings/page-94-row-3-col-4.png
Balandin 3|ala planche (2 s.). From hang vertical pull up thr. swallow to sup. hirondelle a plancha (2 s.)|II|Strength elements and hold elements (2 sec.)|E|0.5|94|3|5|./img/elements/rings/page-94-row-3-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|94|3|6|./img/elements/rings/page-94-row-3-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|94|4|1|./img/elements/rings/page-94-row-4-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|94|4|2|./img/elements/rings/page-94-row-4-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|94|4|3|./img/elements/rings/page-94-row-4-col-3.png
||II|Strength elements and hold elements (2 sec.)|D|0.4|94|4|4|./img/elements/rings/page-94-row-4-col-4.png
||II|Strength elements and hold elements (2 sec.)|E|0.5|94|4|5|./img/elements/rings/page-94-row-4-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|94|4|6|./img/elements/rings/page-94-row-4-col-6.png
||III|Swing to Strength hold elements (2 sec.)|A|0.1|96|1|1|./img/elements/rings/page-96-row-1-col-1.png
||III|Swing to Strength hold elements (2 sec.)|B|0.2|96|1|2|./img/elements/rings/page-96-row-1-col-2.png
|Uprise fwd. to cross or L-cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|C|0.3|96|1|3|./img/elements/rings/page-96-row-1-col-3.png
||III|Swing to Strength hold elements (2 sec.)|D|0.4|96|1|4|./img/elements/rings/page-96-row-1-col-4.png
||III|Swing to Strength hold elements (2 sec.)|E|0.5|96|1|5|./img/elements/rings/page-96-row-1-col-5.png
||III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|96|1|6|./img/elements/rings/page-96-row-1-col-6.png
||III|Swing to Strength hold elements (2 sec.)|A|0.1|96|2|1|./img/elements/rings/page-96-row-2-col-1.png
||III|Swing to Strength hold elements (2 sec.)|B|0.2|96|2|2|./img/elements/rings/page-96-row-2-col-2.png
|Uprise bwd. to cross or L-cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|C|0.3|96|2|3|./img/elements/rings/page-96-row-2-col-3.png
Kato|Uprise bwd. to V cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|D|0.4|96|2|4|./img/elements/rings/page-96-row-2-col-4.png
||III|Swing to Strength hold elements (2 sec.)|E|0.5|96|2|5|./img/elements/rings/page-96-row-2-col-5.png
||III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|96|2|6|./img/elements/rings/page-96-row-2-col-6.png
||III|Swing to Strength hold elements (2 sec.)|A|0.1|96|3|1|./img/elements/rings/page-96-row-3-col-1.png
||III|Swing to Strength hold elements (2 sec.)|B|0.2|96|3|2|./img/elements/rings/page-96-row-3-col-2.png
|Kip to cross, or L-cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|C|0.3|96|3|3|./img/elements/rings/page-96-row-3-col-3.png
Molinari|Kip to V cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|D|0.4|96|3|4|./img/elements/rings/page-96-row-3-col-4.png
||III|Swing to Strength hold elements (2 sec.)|E|0.5|96|3|5|./img/elements/rings/page-96-row-3-col-5.png
|-Bascule a hirondetle inversee. (< S.). Kip to inverted swallow (2 s.). Kipe a hirondelle invertida (2 s.).|III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|96|3|6|./img/elements/rings/page-96-row-3-col-6.png
||III|Swing to Strength hold elements (2 sec.)|A|0.1|96|4|1|./img/elements/rings/page-96-row-4-col-1.png
||III|Swing to Strength hold elements (2 sec.)|B|0.2|96|4|2|./img/elements/rings/page-96-row-4-col-2.png
|Back kip to cross or L-cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|C|0.3|96|4|3|./img/elements/rings/page-96-row-4-col-3.png
|Back kip to support scale (2 s.).|III|Swing to Strength hold elements (2 sec.)|D|0.4|96|4|4|./img/elements/rings/page-96-row-4-col-4.png
|Back kip to swallow (2 s.).|III|Swing to Strength hold elements (2 sec.)|E|0.5|96|4|5|./img/elements/rings/page-96-row-4-col-5.png
||III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|96|4|6|./img/elements/rings/page-96-row-4-col-6.png
||III|Swing to Strength hold elements (2 sec.)|A|0.1|97|1|1|./img/elements/rings/page-97-row-1-col-1.png
||III|Swing to Strength hold elements (2 sec.)|B|0.2|97|1|2|./img/elements/rings/page-97-row-1-col-2.png
||III|Swing to Strength hold elements (2 sec.)|C|0.3|97|1|3|./img/elements/rings/page-97-row-1-col-3.png
||III|Swing to Strength hold elements (2 sec.)|D|0.4|97|1|4|./img/elements/rings/page-97-row-1-col-4.png
|Back kip to inverted cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|E|0.5|97|1|5|./img/elements/rings/page-97-row-1-col-5.png
||III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|97|1|6|./img/elements/rings/page-97-row-1-col-6.png
||III|Swing to Strength hold elements (2 sec.)|A|0.1|97|2|1|./img/elements/rings/page-97-row-2-col-1.png
|Felge upward to support scale straddled (2 s.).|III|Swing to Strength hold elements (2 sec.)|B|0.2|97|2|2|./img/elements/rings/page-97-row-2-col-2.png
|Felge upward to cross or L-cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|C|0.3|97|2|3|./img/elements/rings/page-97-row-2-col-3.png
|Felge upward to support scale (2 s.).|III|Swing to Strength hold elements (2 sec.)|D|0.4|97|2|4|./img/elements/rings/page-97-row-2-col-4.png
|Felge upward to Swallow (2 s.).|III|Swing to Strength hold elements (2 sec.)|E|0.5|97|2|5|./img/elements/rings/page-97-row-2-col-5.png
Rodrigues|Uprise forwad. to inverted swallow (2 s.).|III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|97|2|6|./img/elements/rings/page-97-row-2-col-6.png
||III|Swing to Strength hold elements (2 sec.)|A|0.1|97|3|1|./img/elements/rings/page-97-row-3-col-1.png
||III|Swing to Strength hold elements (2 sec.)|B|0.2|97|3|2|./img/elements/rings/page-97-row-3-col-2.png
||III|Swing to Strength hold elements (2 sec.)|C|0.3|97|3|3|./img/elements/rings/page-97-row-3-col-3.png
||III|Swing to Strength hold elements (2 sec.)|D|0.4|97|3|4|./img/elements/rings/page-97-row-3-col-4.png
|Felge upward to invert. cross (2 s.).|III|Swing to Strength hold elements (2 sec.)|E|0.5|97|3|5|./img/elements/rings/page-97-row-3-col-5.png
||III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|97|3|6|./img/elements/rings/page-97-row-3-col-6.png
||III|Swing to Strength hold elements (2 sec.)|A|0.1|97|4|1|./img/elements/rings/page-97-row-4-col-1.png
|Uprise bw. to support scale straddled (2 s.).|III|Swing to Strength hold elements (2 sec.)|B|0.2|97|4|2|./img/elements/rings/page-97-row-4-col-2.png
||III|Swing to Strength hold elements (2 sec.)|C|0.3|97|4|3|./img/elements/rings/page-97-row-4-col-3.png
||III|Swing to Strength hold elements (2 sec.)|D|0.4|97|4|4|./img/elements/rings/page-97-row-4-col-4.png
|Uprise bwd. to sup. scale at ring height (2 s.).|III|Swing to Strength hold elements (2 sec.)|E|0.5|97|4|5|./img/elements/rings/page-97-row-4-col-5.png
||III|Swing to Strength hold elements (2 sec.)|F/G/H|0.6|97|4|6|./img/elements/rings/page-97-row-4-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|93|1|1|./img/elements/rings/page-93-row-1-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|93|1|2|./img/elements/rings/page-93-row-1-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|93|1|3|./img/elements/rings/page-93-row-1-col-3.png
||II|Strength elements and hold elements (2 sec.)|D|0.4|93|1|4|./img/elements/rings/page-93-row-1-col-4.png
Yan Mijayoung|Roll bwd. slowly with str. arms and body to free|II|Strength elements and hold elements (2 sec.)|E|0.5|93|1|5|./img/elements/rings/page-93-row-1-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|93|1|6|./img/elements/rings/page-93-row-1-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|93|2|1|./img/elements/rings/page-93-row-2-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|93|2|2|./img/elements/rings/page-93-row-2-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|93|2|3|./img/elements/rings/page-93-row-2-col-3.png
||II|Strength elements and hold elements (2 sec.)|D|0.4|93|2|4|./img/elements/rings/page-93-row-2-col-4.png
|(2s,). Slow Roll bwd. with str. body to swallow (2 s.)|II|Strength elements and hold elements (2 sec.)|E|0.5|93|2|5|./img/elements/rings/page-93-row-2-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|93|2|6|./img/elements/rings/page-93-row-2-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|93|3|1|./img/elements/rings/page-93-row-3-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|93|3|2|./img/elements/rings/page-93-row-3-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|93|3|3|./img/elements/rings/page-93-row-3-col-3.png
||II|Strength elements and hold elements (2 sec.)|D|0.4|93|3|4|./img/elements/rings/page-93-row-3-col-4.png
|Roll backward slowly with straight arms and body to handstand through swallow.|II|Strength elements and hold elements (2 sec.)|E|0.5|93|3|5|./img/elements/rings/page-93-row-3-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|93|3|6|./img/elements/rings/page-93-row-3-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|93|4|1|./img/elements/rings/page-93-row-4-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|93|4|2|./img/elements/rings/page-93-row-4-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|93|4|3|./img/elements/rings/page-93-row-4-col-3.png
|Slow-roll fwd, with straight body through cross and press to support scale without first going to support (2 s.). a plancha sin ir previamente al ap. (2 s.).|II|Strength elements and hold elements (2 sec.)|D|0.4|93|4|4|./img/elements/rings/page-93-row-4-col-4.png
|Slow roll fwd. with straight body through cross to inverted cross (2 s.).|II|Strength elements and hold elements (2 sec.)|E|0.5|93|4|5|./img/elements/rings/page-93-row-4-col-5.png
|Azarian to inverted Swallow (2 s.).|II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|93|4|6|./img/elements/rings/page-93-row-4-col-6.png
|Kip to support.|I|Kip and swing elements & swings through or to handstand|A|0.1|87|1|1|./img/elements/rings/page-87-row-1-col-1.png
||I|Kip and swing elements & swings through or to handstand|B|0.2|87|1|2|./img/elements/rings/page-87-row-1-col-2.png
||I|Kip and swing elements & swings through or to handstand|C|0.3|87|1|3|./img/elements/rings/page-87-row-1-col-3.png
||I|Kip and swing elements & swings through or to handstand|D|0.4|87|1|4|./img/elements/rings/page-87-row-1-col-4.png
||I|Kip and swing elements & swings through or to handstand|E|0.5|87|1|5|./img/elements/rings/page-87-row-1-col-5.png
||I|Kip and swing elements & swings through or to handstand|F/G/H|0.6|87|1|6|./img/elements/rings/page-87-row-1-col-6.png
|Back kip with bent arms to support.|I|Kip and swing elements & swings through or to handstand|A|0.1|87|2|1|./img/elements/rings/page-87-row-2-col-1.png
|Back kip to support|I|Kip and swing elements & swings through or to handstand|B|0.2|87|2|2|./img/elements/rings/page-87-row-2-col-2.png
||I|Kip and swing elements & swings through or to handstand|C|0.3|87|2|3|./img/elements/rings/page-87-row-2-col-3.png
||I|Kip and swing elements & swings through or to handstand|D|0.4|87|2|4|./img/elements/rings/page-87-row-2-col-4.png
||I|Kip and swing elements & swings through or to handstand|E|0.5|87|2|5|./img/elements/rings/page-87-row-2-col-5.png
||I|Kip and swing elements & swings through or to handstand|F/G/H|0.6|87|2|6|./img/elements/rings/page-87-row-2-col-6.png
||I|Kip and swing elements & swings through or to handstand|A|0.1|87|3|1|./img/elements/rings/page-87-row-3-col-1.png
|Uprise bwd. to straddled L-sit (2 s.).|I|Kip and swing elements & swings through or to handstand|B|0.2|87|3|2|./img/elements/rings/page-87-row-3-col-2.png
|Buwd. swing, salto piked to support.|I|Kip and swing elements & swings through or to handstand|C|0.3|87|3|3|./img/elements/rings/page-87-row-3-col-3.png
||I|Kip and swing elements & swings through or to handstand|D|0.4|87|3|4|./img/elements/rings/page-87-row-3-col-4.png
||I|Kip and swing elements & swings through or to handstand|E|0.5|87|3|5|./img/elements/rings/page-87-row-3-col-5.png
||I|Kip and swing elements & swings through or to handstand|F/G/H|0.6|87|3|6|./img/elements/rings/page-87-row-3-col-6.png
|From support or cross, felge bwd. piked or straight with bent arms to support. IS bf|I|Kip and swing elements & swings through or to handstand|A|0.1|87|4|1|./img/elements/rings/page-87-row-4-col-1.png
||I|Kip and swing elements & swings through or to handstand|B|0.2|87|4|2|./img/elements/rings/page-87-row-4-col-2.png
||I|Kip and swing elements & swings through or to handstand|C|0.3|87|4|3|./img/elements/rings/page-87-row-4-col-3.png
||I|Kip and swing elements & swings through or to handstand|D|0.4|87|4|4|./img/elements/rings/page-87-row-4-col-4.png
||I|Kip and swing elements & swings through or to handstand|E|0.5|87|4|5|./img/elements/rings/page-87-row-4-col-5.png
||I|Kip and swing elements & swings through or to handstand|F/G/H|0.6|87|4|6|./img/elements/rings/page-87-row-4-col-6.png
|Dislocate bwd. piked or straight.|I|Kip and swing elements & swings through or to handstand|A|0.1|86|1|1|./img/elements/rings/page-86-row-1-col-1.png
Deltchev|Felge upward to support with straddled legs supported above the rings (2 s.). \ Jf f~—oot fod|I|Kip and swing elements & swings through or to handstand|B|0.2|86|1|2|./img/elements/rings/page-86-row-1-col-2.png
||I|Kip and swing elements & swings through or to handstand|C|0.3|86|1|3|./img/elements/rings/page-86-row-1-col-3.png
||I|Kip and swing elements & swings through or to handstand|D|0.4|86|1|4|./img/elements/rings/page-86-row-1-col-4.png
||I|Kip and swing elements & swings through or to handstand|E|0.5|86|1|5|./img/elements/rings/page-86-row-1-col-5.png
||I|Kip and swing elements & swings through or to handstand|F/G/H|0.6|86|1|6|./img/elements/rings/page-86-row-1-col-6.png
|Uprise bw. to support.|I|Kip and swing elements & swings through or to handstand|A|0.1|86|2|1|./img/elements/rings/page-86-row-2-col-1.png
|Uprise bwd. str. through handstand.|I|Kip and swing elements & swings through or to handstand|B|0.2|86|2|2|./img/elements/rings/page-86-row-2-col-2.png
||I|Kip and swing elements & swings through or to handstand|C|0.3|86|2|3|./img/elements/rings/page-86-row-2-col-3.png
||I|Kip and swing elements & swings through or to handstand|D|0.4|86|2|4|./img/elements/rings/page-86-row-2-col-4.png
||I|Kip and swing elements & swings through or to handstand|E|0.5|86|2|5|./img/elements/rings/page-86-row-2-col-5.png
||I|Kip and swing elements & swings through or to handstand|F/G/H|0.6|86|2|6|./img/elements/rings/page-86-row-2-col-6.png
|Inlocate piked or straight.|I|Kip and swing elements & swings through or to handstand|A|0.1|86|3|1|./img/elements/rings/page-86-row-3-col-1.png
Honma|Backward swing to salto fwd. piked to support:|I|Kip and swing elements & swings through or to handstand|B|0.2|86|3|2|./img/elements/rings/page-86-row-3-col-2.png
|Honma straight. \{Jf i|I|Kip and swing elements & swings through or to handstand|C|0.3|86|3|3|./img/elements/rings/page-86-row-3-col-3.png
||I|Kip and swing elements & swings through or to handstand|D|0.4|86|3|4|./img/elements/rings/page-86-row-3-col-4.png
||I|Kip and swing elements & swings through or to handstand|E|0.5|86|3|5|./img/elements/rings/page-86-row-3-col-5.png
||I|Kip and swing elements & swings through or to handstand|F/G/H|0.6|86|3|6|./img/elements/rings/page-86-row-3-col-6.png
|Slow inlocate from hang.|I|Kip and swing elements & swings through or to handstand|A|0.1|86|4|1|./img/elements/rings/page-86-row-4-col-1.png
||I|Kip and swing elements & swings through or to handstand|B|0.2|86|4|2|./img/elements/rings/page-86-row-4-col-2.png
Yamawaki|Double salto fwd. tucked to hang.|I|Kip and swing elements & swings through or to handstand|C|0.3|86|4|3|./img/elements/rings/page-86-row-4-col-3.png
Jonasson|Double salto fwd. piked or straight to hang.|I|Kip and swing elements & swings through or to handstand|D|0.4|86|4|4|./img/elements/rings/page-86-row-4-col-4.png
||I|Kip and swing elements & swings through or to handstand|E|0.5|86|4|5|./img/elements/rings/page-86-row-4-col-5.png
||I|Kip and swing elements & swings through or to handstand|F/G/H|0.6|86|4|6|./img/elements/rings/page-86-row-4-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|92|1|1|./img/elements/rings/page-92-row-1-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|92|1|2|./img/elements/rings/page-92-row-1-col-2.png
|From cross or L-cross, press to L-sit (2 s.).|II|Strength elements and hold elements (2 sec.)|C|0.3|92|1|3|./img/elements/rings/page-92-row-1-col-3.png
|From L-cross, press to inverted cross (2 s.).|II|Strength elements and hold elements (2 sec.)|D|0.4|92|1|4|./img/elements/rings/page-92-row-1-col-4.png
|(2s). From cross, press with straight body to inverted cross (2 s.). rn ||II|Strength elements and hold elements (2 sec.)|E|0.5|92|1|5|./img/elements/rings/page-92-row-1-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|92|1|6|./img/elements/rings/page-92-row-1-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|92|2|1|./img/elements/rings/page-92-row-2-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|92|2|2|./img/elements/rings/page-92-row-2-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|92|2|3|./img/elements/rings/page-92-row-2-col-3.png
|From support lever, press to inverted cross (2 s.).|II|Strength elements and hold elements (2 sec.)|D|0.4|92|2|4|./img/elements/rings/page-92-row-2-col-4.png
|From swallow, press to inverted cross (2 s.).|II|Strength elements and hold elements (2 sec.)|E|0.5|92|2|5|./img/elements/rings/page-92-row-2-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|92|2|6|./img/elements/rings/page-92-row-2-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|92|3|1|./img/elements/rings/page-92-row-3-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|92|3|2|./img/elements/rings/page-92-row-3-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|92|3|3|./img/elements/rings/page-92-row-3-col-3.png
|From cross, press to planche without first going to support (2 s.)|II|Strength elements and hold elements (2 sec.)|D|0.4|92|3|4|./img/elements/rings/page-92-row-3-col-4.png
|From cross, press to swallow (2 s.) bbe bs cede|II|Strength elements and hold elements (2 sec.)|E|0.5|92|3|5|./img/elements/rings/page-92-row-3-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|92|3|6|./img/elements/rings/page-92-row-3-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|92|4|1|./img/elements/rings/page-92-row-4-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|92|4|2|./img/elements/rings/page-92-row-4-col-2.png
||II|Strength elements and hold elements (2 sec.)|C|0.3|92|4|3|./img/elements/rings/page-92-row-4-col-3.png
Vorobiov)|From inverted cross lower slowly to inverted hang and felge bwd. slowly to cross (2 s.).|II|Strength elements and hold elements (2 sec.)|D|0.4|92|4|4|./img/elements/rings/page-92-row-4-col-4.png
Jotchev|From inverted cross lower slowly to inverted. hang and felge bwd. slowly to swallow (2 s.). Mm Woy.|II|Strength elements and hold elements (2 sec.)|E|0.5|92|4|5|./img/elements/rings/page-92-row-4-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|92|4|6|./img/elements/rings/page-92-row-4-col-6.png
|Press to hdst. with bent body and bent arms (2s).|II|Strength elements and hold elements (2 sec.)|A|0.1|90|1|1|./img/elements/rings/page-90-row-1-col-1.png
|Press to hdst. with str. body a, bent arms or b. body. a. str. arms, or fr, strad. sup. lever (2 s.).|II|Strength elements and hold elements (2 sec.)|B|0.2|90|1|2|./img/elements/rings/page-90-row-1-col-2.png
|Press to hdst. with str. body and str. arms or from sup. lever (2 s.). by dea) tal (|II|Strength elements and hold elements (2 sec.)|C|0.3|90|1|3|./img/elements/rings/page-90-row-1-col-3.png
|Press to hdst. with str. body and str. arms from swallow (2 s.).|II|Strength elements and hold elements (2 sec.)|D|0.4|90|1|4|./img/elements/rings/page-90-row-1-col-4.png
||II|Strength elements and hold elements (2 sec.)|E|0.5|90|1|5|./img/elements/rings/page-90-row-1-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|90|1|6|./img/elements/rings/page-90-row-1-col-6.png
|Slow roll fwd. piked with bent arms, to support.|II|Strength elements and hold elements (2 sec.)|A|0.1|90|2|1|./img/elements/rings/page-90-row-2-col-1.png
|Slow roll fwd. straight with bent arms, to sup-|II|Strength elements and hold elements (2 sec.)|B|0.2|90|2|2|./img/elements/rings/page-90-row-2-col-2.png
|Slow roll fwd. straight to handstand (2 s.).|II|Strength elements and hold elements (2 sec.)|C|0.3|90|2|3|./img/elements/rings/page-90-row-2-col-3.png
|Slow roll fd, straight to inverted cross (2 s.). es I aQt of|II|Strength elements and hold elements (2 sec.)|D|0.4|90|2|4|./img/elements/rings/page-90-row-2-col-4.png
||II|Strength elements and hold elements (2 sec.)|E|0.5|90|2|5|./img/elements/rings/page-90-row-2-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|90|2|6|./img/elements/rings/page-90-row-2-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|90|3|1|./img/elements/rings/page-90-row-3-col-1.png
|Slow roll bwd. slowly and straight. body to L sit (2s).|II|Strength elements and hold elements (2 sec.)|B|0.2|90|3|2|./img/elements/rings/page-90-row-3-col-2.png
|Slow roll fwd. straight to cross or L-cross (2 s.)..|II|Strength elements and hold elements (2 sec.)|C|0.3|90|3|3|./img/elements/rings/page-90-row-3-col-3.png
||II|Strength elements and hold elements (2 sec.)|D|0.4|90|3|4|./img/elements/rings/page-90-row-3-col-4.png
||II|Strength elements and hold elements (2 sec.)|E|0.5|90|3|5|./img/elements/rings/page-90-row-3-col-5.png
||II|Strength elements and hold elements (2 sec.)|F/G/H|0.6|90|3|6|./img/elements/rings/page-90-row-3-col-6.png
||II|Strength elements and hold elements (2 sec.)|A|0.1|90|4|1|./img/elements/rings/page-90-row-4-col-1.png
||II|Strength elements and hold elements (2 sec.)|B|0.2|90|4|2|./img/elements/rings/page-90-row-4-col-2.png
